irn,EventID,Type,Status,Title,Section,Commenced,Completed,Description,Locality,Organizer,Curator,Designer,ObjectIDs
258,EX1911.3,Exhibition,Completed,"George Hitchock: Oil Paintings","John Herron Art Institute",1911-01-27,1911-02-12,"",Internal,"","","",3622 | 
259,EX1911.4,Exhibition,Completed,"Watercolors on Ivory by Cecil Jay (Mrs. George Hitchcock)","John Herron Art Institute",1911-01-27,1911-02-12,"",Internal,"","","",
260,EX1911.5,Exhibition,Completed,"Birge Harrison: Paintings","John Herron Art Institute",1911-03-01,1911-03-26,"",Internal,"","","",
261,EX1911.6,Exhibition,Completed,"Willard Metcalf: Paintings","John Herron Art Institute",1911-03-01,1911-03-26,"",Internal,"","","",
262,EX1911.7,Exhibition,Completed,"George W. Picknell: Paintings","John Herron Art Institute",1911-03-28,1911-04-05,"",Internal,"","","",
263,EX1911.8,Exhibition,Completed,"F.K.M. Rehn: Paintings of Land and Sea","John Herron Art Institute",1911-03-29,1911-04-30,"",Internal,"","","",
264,EX1911.9,Exhibition,Completed,"6th Annual Exhibition of Selected Watercolors by American Artists","John Herron Art Institute",1911-04-07,1911-04-30,"",Internal,"","","",
265,EX1911.10,Exhibition,Completed,"Bolton Coit Brown: Paintings","John Herron Art Institute",1911-04-12,1911-08-17,"",Internal,"","","",
266,EX1911.11,Exhibition,Completed,"4th Annual Indiana Artists Exhibition","John Herron Art Institute",1911-05-06,1911-06-04,"",Internal,"","","",
267,EX1911.12,Exhibition,Completed,"2nd Annual Exhibit of the Indiana Chapter of the American Institute of Architects","John Herron Art Institute",1911-05-13,1911-06-04,"",Internal,"","","",
268,EX1911.13,Exhibition,Completed,"9th Annual Exhibition of the Work of the Art School","John Herron Art Institute",1911-06-07,1911-06-18,"",Internal,"","","",
269,EX1911.14,Exhibition,Completed,"Loan Exhibition of Paintings","John Herron Art Institute",1911-06-20,1911-07-13,"",Internal,"","","",
270,EX1911.15,Exhibition,Completed,"A Collection of Small Bronzes by American Sculptors","John Herron Art Institute",1911-06-23,1911-09-24,"",Internal,"","","",
271,EX1911.16,Exhibition,Completed,"3rd Annual Indiana Circuit Exhibition of Oils, Water Colors, Pastels, and Prints","Traveling Exhibit",1911-08-01,1911-09-22,"",Internal,"","","",
272,EX1911.17,Exhibition,Completed,"Etching, Engraving and Picture Printing Methods","John Herron Art Institute",1911-09-22,1911-12-10,"",Internal,"","","",
273,EX1911.18,Exhibition,Completed,"Photographs of American Sculpture","John Herron Art Institute",1911-09-24,1911-10-29,"",Internal,"","","",
274,EX1911.19,Exhibition,Completed,"Etchings by George C. Aid","John Herron Art Institute",1911-10-04,1911-10-15,"",Internal,"","","",
275,EX1911.20,Exhibition,Completed,"Carroll Beckwith: Paintings","John Herron Art Institute",1911-10-18,1911-11-14,"",Internal,"","","",
276,EX1911.21,Exhibition,Completed,"Memorial Exhibition of Paintings and Drawings by Winslow Homer","John Herron Art Institute",1911-11-15,1911-12-12,"",Internal,"","","",
277,EX1911.22,Exhibition,Completed,"Modern Engravings","John Herron Art Institute",1911-11-25,1912-01-01,"",Internal,"","","",
278,EX1911.23,Exhibition,Completed,"Grand Canyon of Arizona: Paintings","John Herron Art Institute",1911-12-08,1911-12-26,"",Internal,"","","",
279,EX1911.24,Exhibition,Completed,"Oliver Dennett Grover: Paintings","John Herron Art Institute",1911-12-09,1911-12-30,"",Internal,"","","",
280,EX1911.25,Exhibition,Completed,"Augustus Koopman: Paintings","John Herron Art Institute",1911-12-28,1912-01-22,"",Internal,"","","",
281,EX1911.26,Exhibition,Completed,"27th Annual Exhibition of the Art Association of Indianapolis","John Herron Art Institute",1911-12-31,1912-01-29,"",Internal,"","","",
282,EX1912.1,Exhibition,Completed,"Exhibition of Watercolors","John Herron Art Institute",1912-01-03,1912-01-22,"",Internal,"","","",
283,EX1912.2,Exhibition,Completed,"Rock City Group Exhibition","John Herron Art Institute",1912-01-20,1912-02-03,"",Internal,"","","",
284,EX1912.3,Exhibition,Completed,"Jack Gage Stark: Paintings","John Herron Art Institute",1912-01-24,1912-02-12,"",Internal,"","","",
285,EX1912.4,Exhibition,Completed,"Jonas Lie: Paintings","John Herron Art Institute",1912-01-26,1912-02-19,"",Internal,"","","",
286,EX1912.5,Exhibition,Completed,"16th Annual Exhibition of the Society of Western Artists","John Herron Art Institute",1912-02-04,1912-02-25,"",Internal,"","","",
287,EX1912.6,Exhibition,Completed,"Orson Lowell: Original Drawings","John Herron Art Institute",1912-03-03,1912-03-24,"",Internal,"","","",
288,EX1912.7,Exhibition,Completed,"Alexander Robinson: Paintings","John Herron Art Institute",1912-03-03,1912-03-24,"",Internal,"","","",
289,EX1912.8,Exhibition,Completed,"Paintings loaned by Mr. Arthur B. Grover","John Herron Art Institute",1912-03-12,,"",Internal,"","","",
290,EX1912.9,Exhibition,Completed,"Paintings and Prints Loaned by Mrs. Lydia G. Millard","John Herron Art Institute",1912-03-12,,"",Internal,"","","",
291,EX1912.10,Exhibition,Completed,"1st Annual Indiana Illustrators Association Exhibition","John Herron Art Institute",1912-03-18,1912-03-23,"",Internal,"","","",
292,EX1912.11,Exhibition,Completed,"8th Annual American Photographic Salon","John Herron Art Institute",1912-03-24,1912-04-07,"",Internal,"","","",
293,EX1912.12,Exhibition,Completed,"Exhibition of Original Work by American Illustrators","John Herron Art Institute",1912-03-24,1912-04-07,"",Internal,"","","",
294,EX1912.13,Exhibition,Completed,"Frank Townsend Hutchens","John Herron Art Institute",1912-03-31,1912-04-10,"",Internal,"","","",
295,EX1912.14,Exhibition,Completed,"Indiana Pictorial Photography Salon","John Herron Art Institute",1912-04-01,1925-04-30,"",Internal,"","","",
296,EX1912.15,Exhibition,Completed,"5th Annual Indiana Artists Exhibition","John Herron Art Institute",1912-04-13,1912-05-05,"",Internal,"","","",
297,EX1912.16,Exhibition,Completed,"3rd Annual Exhibit of the Indiana Chapter of the American Institute of Architects","John Herron Art Institute",1912-05-11,1912-05-31,"",Internal,"","","",
298,EX1912.17,Exhibition,Completed,"10th Annual Exhibition of the Work of the Art School","John Herron Art Institute",1912-06-05,1912-06-16,"",Internal,"","","",
299,EX1912.18,Exhibition,Completed,"Selected Watercolors by American Artists","John Herron Art Institute",1912-06-22,1912-07-31,"",Internal,"","","",
300,EX1912.19,Exhibition,Completed,"Exhibition of the Society of Women Painters","John Herron Art Institute",1912-06-22,1912-08-25,"",Internal,"","","",
301,EX1912.20,Exhibition,Completed,"4th Annual Indiana Circuit Exhibition","Traveling Exhibit",1912-08-04,1912-08-25,"",Internal,"","","",
302,EX1912.21,Exhibition,Completed,"German Applied Arts Exhibition","John Herron Art Institute",1912-10-01,1912-11-25,"",Internal,"","","",
303,EX1912.22,Exhibition,Completed,"Loan Exhibition from the Museum of Fine Arts Boston Collections","John Herron Art Institute",1912-10-01,1913-10-01,"",Internal,"","","",
304,EX1912.23,Exhibition,Completed,"Elsie Southwick: Miniatures and Pencil Drawings","John Herron Art Institute",1912-10-22,1912-12-28,"",Internal,"","","",
305,EX1912.24,Exhibition,Completed,"Bernard Boutet de Monvel: Color Etchings","John Herron Art Institute",1912-11-20,1912-12-15,"",Internal,"","","",
306,EX1912.25,Exhibition,Completed,"Edmund Wuerpel: Paintings","John Herron Art Institute",1912-12-02,1912-12-16,"",Internal,"","","",
307,EX1912.26,Exhibition,Completed,"William Hogarth: Engravings","John Herron Art Institute",1912-12-03,1913-02-02,"",Internal,"","","",
308,EX1912.27,Exhibition,Completed,"Small Bronzes by American Sculptors","John Herron Art Institute",1912-12-17,1913-01-06,"",Internal,"","","",
309,EX1912.28,Exhibition,Completed,"28th Annual Exhibition of the Art Assocation of Indianapolis","John Herron Art Institute",1912-12-17,1913-02-03,"",Internal,"","","",
310,EX1913.1,Exhibition,Completed,"Laces","John Herron Art Institute",1913-01-25,1913-02-16,"",Internal,"","","",
311,EX1913.2,Exhibition,Completed,"17th Annual Exhibit of the Society of Western Artists","John Herron Art Institute",1913-02-04,1913-02-27,"",Internal,"","","",
312,EX1913.3,Exhibition,Completed,"Paintings by Lucy S. Conant","John Herron Art Institute",1913-02-04,1913-02-27,"",Internal,"","","",
313,EX1913.4,Exhibition,Completed,"Paintings by Margaret Patterson","John Herron Art Institute",1913-02-04,1913-02-27,"",Internal,"","","",
314,EX1913.5,Exhibition,Completed,"Lockwood de Forest: Paintings of Alaska and California","John Herron Art Institute",1913-02-08,1913-11-02,"",Internal,"","","",
315,EX1913.6,Exhibition,Completed,"Lincoln Portraits, Manuscripts, etc.","John Herron Art Institute",1913-02-12,1913-03-10,"",Internal,"","","",
316,EX1913.7,Exhibition,Completed,"Washington Portraits, etc","John Herron Art Institute",1913-02-22,1913-03-10,"",Internal,"","","",
317,EX1913.8,Exhibition,Completed,"Pottery, Glass and Miniature Paintings from the Near East","John Herron Art Institute",1913-03-02,1913-02-17,"",Internal,"","","",
318,EX1913.9,Exhibition,Completed,"National Parks Photographs","John Herron Art Institute",1913-03-02,1913-03-20,"",Internal,"","","",
319,EX1913.10,Exhibition,Completed,"6th Annual Indiana Artists Exhibition","John Herron Art Institute",1913-03-04,1913-03-29,"",Internal,"","","",
320,EX1913.11,Exhibition,Completed,"Henry O. Tanner: Paintings","John Herron Art Institute",1913-03-20,1913-03-31,"",Internal,"","","",
321,EX1913.12,Exhibition,Completed,"Albert Durer: Engravings - *Little Passion*","John Herron Art Institute",1913-03-25,1913-04-15,"",Internal,"","","",
322,EX1913.13,Exhibition,Completed,"Joseph Pennell: Etchings and Lithographs","John Herron Art Institute",1913-04-01,1913-04-27,"",Internal,"","","",
323,EX1913.14,Exhibition,Completed,"Paintings by Philip Little, Harold Warren, George R. Barse, Jr., William E. Schumacher, Charles Emile Heil, and Louis Kronberg","John Herron Art Institute",1913-04-01,1913-04-27,"",Internal,"","","",
324,EX1913.15,Exhibition,Completed,"Selected Water Colors by American Artists","John Herron Art Institute",1913-05-04,1913-06-01,"",Internal,"","","",
325,EX1913.16,Exhibition,Completed,"11th Annual Exhibition of the Work of the Art School","John Herron Art Institute",1913-06-04,1913-06-15,"",Internal,"","","",
326,EX1913.17,Exhibition,Completed,"Loan Exhibition of Lockwood de Forest","John Herron Art Institute",1913-06-20,1913-10-31,"",Internal,"","","",
327,EX1913.18,Exhibition,Completed,"Selected Watercolors by American Artists","John Herron Art Institute",1913-09-20,1913-10-12,"",Internal,"","","",
328,EX1913.19,Exhibition,Completed,"Peruvian Pottery","John Herron Art Institute",1913-10-01,,"",Internal,"","","",
329,EX1913.20,Exhibition,Completed,"Bolton Coit Brown: Paintings","John Herron Art Institute",1913-10-04,1913-11-02,"",Internal,"","","",
330,EX1913.21,Exhibition,Completed,"Oriental and Paisley Shawls","John Herron Art Institute",1913-10-15,1913-12-31,"",Internal,"","","",
331,EX1913.22,Exhibition,Completed,"Modern German Posters","John Herron Art Institute",1913-10-24,1913-11-13,"",Internal,"","","",
332,EX1913.23,Exhibition,Completed,"Etchings from the Chicago Society of Etchers","John Herron Art Institute",1913-11-07,1913-11-30,"",Internal,"","","",
333,EX1913.24,Exhibition,Completed,"Mezzotint Engravings of Paintings by The Great English Portrait Painters","John Herron Art Institute",1913-11-07,1913-11-30,"",Internal,"","","",
334,EX1913.25,Exhibition,Completed,"Handwoven Coverlets from Kentucky","John Herron Art Institute",1913-11-10,1913-12-03,"",Internal,"","","",
335,EX1913.26,Exhibition,Completed,"Student Work from the Pennsylvania Academy of Fine Arts, Schhol of Industrial Art, Philadelphia, Rhode Island School of Design, and Pratt Institute","John Herron Art Institute",1913-11-14,1913-11-30,"",Internal,"","","",
336,EX1913.27,Exhibition,Completed,"Mezzotint Engravings from the Liber Studiorum* of J.M.W. Turner","John Herron Art Institute",1913-11-22,1914-02-01,"",Internal,"","","",
337,EX1913.28,Exhibition,Completed,"An Exhibit of Architectural Design by the Architectural League of New York","John Herron Art Institute",1913-12-03,1913-12-28,"",Internal,"","","",
338,EX1913.29,Exhibition,Completed,"Charles Walter Stetson: Paintings","John Herron Art Institute",1913-12-03,1913-12-28,"",Internal,"","","",
339,EX1914.1,Exhibition,Completed,"29th Annual Exhibition of the Art Association of Indianapolis","John Herron Art Institute",1914-01-01,1914-02-01,"",Internal,"","","",
340,EX1914.2,Exhibition,Completed,"Oriental Rugs Loaned by Tiffany Studios","John Herron Art Institute",1914-01-01,,"",Internal,"","","",
341,EX1914.3,Exhibition,Completed,"Modern Paintings Loaned by W. Scott Thurber Art Galleries","John Herron Art Institute",1914-02-01,1914-03-01,"",Internal,"","","",
342,EX1914.4,Exhibition,Completed,"18th Annual Exhibition of the Society of Western Artists","John Herron Art Institute",1914-02-04,1914-03-01,"",Internal,"","","",
343,EX1914.5,Exhibition,Completed,"Drawings by Turner, Prout, Ruskin and Others","John Herron Art Institute",1914-02-05,,"",Internal,"","","",
344,EX1914.6,Exhibition,Completed,"Lawrence Mazzanovich: Paintings","John Herron Art Institute",1914-02-15,1914-02-25,"",Internal,"","","",
345,EX1914.7,Exhibition,Completed,"7th Annual Indiana Artists Exhibition","John Herron Art Institute",1914-03-06,1914-04-05,"",Internal,"","","",
346,EX1914.8,Exhibition,Completed,"Old Spanish Leather","John Herron Art Institute",1914-03-21,1914-04-24,"",Internal,"","","",
347,EX1914.9,Exhibition,Completed,"Paintings by the Society of Painters of the Far West","John Herron Art Institute",1914-04-07,1914-04-29,"",Internal,"","","",
348,EX1914.10,Exhibition,Completed,"Paintings by Elizabeth Wentworth Roberts","John Herron Art Institute",1914-04-07,1914-05-03,"",Internal,"","","",
349,EX1914.11,Exhibition,Completed,"Arts and Crafts Objects","John Herron Art Institute",1914-04-07,1914-05-03,"",Internal,"","","",
350,EX1914.12,Exhibition,Completed,"Competitive Designs for the Indianapolis Public Library","John Herron Art Institute",1914-04-12,1914-04-19,"",Internal,"","","",
351,EX1914.13,Exhibition,Completed,"Sculpture by Roger Noble Burnham","John Herron Art Institute",1914-04-22,1914-05-31,"",Internal,"","","",
352,EX1914.14,Exhibition,Completed,"Paintings by Gardner Symons","John Herron Art Institute",1914-05-03,1914-11-01,"",Internal,"","","",
353,EX1914.15,Exhibition,Completed,"12th Annual Exhibition of Work done at the John Herron Art Institute by pupils and teachers of city schools","John Herron Art Institute",1914-05-20,1914-05-31,"",Internal,"","","",
354,EX1914.16,Exhibition,Completed,"Lithographs by Alexander Calame","John Herron Art Institute",1914-10-01,1914-10-28,"",Internal,"","","",
355,EX1914.17,Exhibition,Completed,"Posters by Norman Tolson","John Herron Art Institute",1914-10-01,1914-11-01,"",Internal,"","","",
356,EX1914.18,Exhibition,Completed,"Hungarian Peasant Art","John Herron Art Institute",1914-11-06,1914-11-29,"",Internal,"","","",
357,EX1914.19,Exhibition,Completed,"19th Exhibition of the Society of Western Artists","John Herron Art Institute",1914-11-06,1914-11-29,"",Internal,"","","",
358,EX1914.20,Exhibition,Completed,"Paintings by American Artists","John Herron Art Institute",1914-12-04,1914-12-27,"",Internal,"","","",
359,EX1914.21,Exhibition,Completed,"Paintings by Alexander and Birge Harrison","John Herron Art Institute",1914-12-04,1914-12-27,"",Internal,"","","",
360,EX1914.22,Exhibition,Completed,"The Fatherland Exhibition","John Herron Art Institute",1914-12-11,1915-01-31,"",Internal,"","","",
361,EX1915.1,Exhibition,Completed,"30th Annual Exhibition of the Art Association of Indianapolis","John Herron Art Institute",1915-01-01,1915-01-27,"",Internal,"","","",
362,EX1915.2,Exhibition,Completed,"Textiles, Wallpaper, etc. by William Morris","John Herron Art Institute",1915-01-13,1915-01-24,"",Internal,"","","",
363,EX1915.3,Exhibition,Completed,"Robert Van Vorst Sewell and Anna Brewster Sewell: Paintings","John Herron Art Institute",1915-01-31,1915-02-28,"",Internal,"","","",
364,EX1915.4,Exhibition,Completed,"William Schevill: Paintings","John Herron Art Institute",1915-01-31,1915-02-28,"",Internal,"","","",
365,EX1915.5,Exhibition,Completed,"Lawrence Mazzanovich: Paintings","John Herron Art Institute",1915-02-03,1915-02-25,"",Internal,"","","",
366,EX1915.6,Exhibition,Completed,"Illuminated and Hand-painted Texts by Elizabeth Holden Webb","John Herron Art Institute",1915-02-03,1915-03-17,"",Internal,"","","",
367,EX1915.7,Exhibition,Completed,"Antique Egyptian Textiles","John Herron Art Institute",1915-02-03,1915-04-04,"",Internal,"","","",
368,EX1915.8,Exhibition,Completed,"Pottery of the Near Orient and Persian Miniatures","John Herron Art Institute",1915-02-06,1915-04-04,"",Internal,"","","",
369,EX1915.9,Exhibition,Completed,"Jane Jarvis Mumford: Miniatures","John Herron Art Institute",1915-02-09,1915-03-03,"",Internal,"","","",
