eevents_key,irn,AdmPublishWebNoPassword,EveEventNumber,EveTypeOfEvent,EveExhibitionStatus,EveEventTitle,EveEventDescription,EveInternalOrExternalEvent,DatCommencementDate,DatCompletionDate,SecRecordStatus,AdmDateModified,,,,,,,,,,,,,
157,251,Yes,EX1910.16,Exhibition,Completed,A Loan Collection of Japanese and Chinese Objects of Art,,Internal,11/7/1910,1/1/1911,,3/2/2016,,,,,,,,,,,,,
158,252,Yes,EX1910.17,Exhibition,Completed,Seventh American Photographic Salon,,Internal,11/9/1910,11/27/1910,,3/2/2016,,,,,,,,,,,,,
159,253,Yes,EX1910.18,Exhibition,Completed,15th Annual Exhibition of the Society of Western Artists,,Internal,12/3/1910,12/25/1910,Closed,12/7/2020,,,,,,,,,,,,,
160,254,Yes,EX1910.19,Exhibition,Completed,26th Annual Exhibition of the Art Association of Indianapolis being the 6th Annual Exhibition of Works by American Artists.,,Internal,12/3/1910,1/1/1911,,3/11/2020,,,,,,,,,,,,,
161,255,Yes,EX1910.20,Exhibition,Completed,Materials and Features of the Printed Book,,Internal,12/17/1910,1/31/1911,,3/2/2016,,,,,,,,,,,,,
162,256,Yes,EX1911.1,Exhibition,Completed,The Work of American Illustrators,,Internal,1/1/1911,1/15/1911,,3/2/2016,,,,,,,,,,,,,
163,257,Yes,EX1911.2,Exhibition,Completed,Henry Rankin Poore: Paintings,,Internal,1/8/1911,2/26/1911,,3/14/2018,,,,,,,,,,,,,
164,258,Yes,EX1911.3,Exhibition,Completed,George Hitchock: Oil Paintings,,Internal,1/27/1911,2/12/1911,,3/10/2016,,,,,,,,,,,,,
165,259,Yes,EX1911.4,Exhibition,Completed,Watercolors on Ivory by Cecil Jay (Mrs. George Hitchcock),,Internal,1/27/1911,2/12/1911,,3/2/2016,,,,,,,,,,,,,
166,260,Yes,EX1911.5,Exhibition,Completed,Birge Harrison: Paintings,,Internal,3/1/1911,3/26/1911,,3/2/2016,,,,,,,,,,,,,
167,261,Yes,EX1911.6,Exhibition,Completed,Willard Metcalf: Paintings,,Internal,3/1/1911,3/26/1911,,3/2/2016,,,,,,,,,,,,,
168,262,Yes,EX1911.7,Exhibition,Completed,George W. Picknell: Paintings,,Internal,3/28/1911,4/5/1911,,3/2/2016,,,,,,,,,,,,,
169,263,Yes,EX1911.8,Exhibition,Completed,F.K.M. Rehn: Paintings of Land and Sea,,Internal,3/29/1911,4/30/1911,,3/2/2016,,,,,,,,,,,,,
170,264,Yes,EX1911.9,Exhibition,Completed,6th Annual Exhibition of Selected Watercolors by American Artists,,Internal,4/7/1911,4/30/1911,,3/2/2016,,,,,,,,,,,,,
171,265,Yes,EX1911.10,Exhibition,Completed,Bolton Coit Brown: Paintings,,Internal,4/12/1911,8/17/1911,,3/2/2016,,,,,,,,,,,,,
172,266,Yes,EX1911.11,Exhibition,Completed,4th Annual Indiana Artists Exhibition,,Internal,5/6/1911,6/4/1911,,3/2/2016,,,,,,,,,,,,,
173,267,Yes,EX1911.12,Exhibition,Completed,2nd Annual Exhibit of the Indiana Chapter of the American Institute of Architects,,Internal,5/13/1911,6/4/1911,,3/2/2016,,,,,,,,,,,,,
174,268,Yes,EX1911.13,Exhibition,Completed,9th Annual Exhibition of the Work of the Art School,,Internal,6/7/1911,6/18/1911,,3/2/2016,,,,,,,,,,,,,
175,269,Yes,EX1911.14,Exhibition,Completed,Loan Exhibition of Paintings,,Internal,6/20/1911,7/13/1911,,3/2/2016,,,,,,,,,,,,,
176,270,Yes,EX1911.15,Exhibition,Completed,A Collection of Small Bronzes by American Sculptors,,Internal,6/23/1911,9/24/1911,,3/2/2016,,,,,,,,,,,,,
177,271,Yes,EX1911.16,Exhibition,Completed,"3rd Annual Indiana Circuit Exhibition of Oils, Water Colors, Pastels, and Prints",,Internal,8/1/1911,9/22/1911,,3/2/2016,,,,,,,,,,,,,
178,272,Yes,EX1911.17,Exhibition,Completed,"Etching, Engraving and Picture Printing Methods",,Internal,9/22/1911,12/10/1911,,3/2/2016,,,,,,,,,,,,,
179,273,Yes,EX1911.18,Exhibition,Completed,Photographs of American Sculpture,,Internal,9/24/1911,10/29/1911,,3/2/2016,,,,,,,,,,,,,
180,274,Yes,EX1911.19,Exhibition,Completed,Etchings by George C. Aid,,Internal,10/4/1911,10/15/1911,,3/2/2016,,,,,,,,,,,,,
181,275,Yes,EX1911.20,Exhibition,Completed,Carroll Beckwith: Paintings,,Internal,10/18/1911,11/14/1911,,3/2/2016,,,,,,,,,,,,,
182,276,Yes,EX1911.21,Exhibition,Completed,Memorial Exhibition of Paintings and Drawings by Winslow Homer,,Internal,11/15/1911,12/12/1911,,3/2/2016,,,,,,,,,,,,,
183,277,Yes,EX1911.22,Exhibition,Completed,Modern Engravings,,Internal,11/25/1911,1/1/1912,,3/2/2016,,,,,,,,,,,,,
184,278,Yes,EX1911.23,Exhibition,Completed,Grand Canyon of Arizona: Paintings,,Internal,12/8/1911,12/26/1911,,3/2/2016,,,,,,,,,,,,,
185,279,Yes,EX1911.24,Exhibition,Completed,Oliver Dennett Grover: Paintings,,Internal,12/9/1911,12/30/1911,,3/2/2016,,,,,,,,,,,,,
186,280,Yes,EX1911.25,Exhibition,Completed,Augustus Koopman: Paintings,,Internal,12/28/1911,1/22/1912,,3/3/2016,,,,,,,,,,,,,
187,281,Yes,EX1911.26,Exhibition,Completed,27th Annual Exhibition of the Art Association of Indianapolis,,Internal,12/31/1911,1/29/1912,,3/3/2016,,,,,,,,,,,,,
188,282,Yes,EX1912.1,Exhibition,Completed,Exhibition of Watercolors,,Internal,1/3/1912,1/22/1912,,3/3/2016,,,,,,,,,,,,,
189,283,Yes,EX1912.2,Exhibition,Completed,Rock City Group Exhibition,,Internal,1/20/1912,2/3/1912,,3/3/2016,,,,,,,,,,,,,
190,284,Yes,EX1912.3,Exhibition,Completed,Jack Gage Stark: Paintings,,Internal,1/24/1912,2/12/1912,,3/3/2016,,,,,,,,,,,,,
191,285,Yes,EX1912.4,Exhibition,Completed,Jonas Lie: Paintings,,Internal,1/26/1912,2/19/1912,,3/3/2016,,,,,,,,,,,,,
192,286,Yes,EX1912.5,Exhibition,Completed,16th Annual Exhibition of the Society of Western Artists,,Internal,2/4/1912,2/25/1912,,3/3/2016,,,,,,,,,,,,,
193,287,Yes,EX1912.6,Exhibition,Completed,Orson Lowell: Original Drawings,,Internal,3/3/1912,3/24/1912,,3/3/2016,,,,,,,,,,,,,
194,288,Yes,EX1912.7,Exhibition,Completed,Alexander Robinson: Paintings,,Internal,3/3/1912,3/24/1912,,3/3/2016,,,,,,,,,,,,,
195,289,Yes,EX1912.8,Exhibition,Completed,Paintings loaned by Mr. Arthur B. Grover,,Internal,3/12/1912,,,3/3/2016,,,,,,,,,,,,,
196,290,Yes,EX1912.9,Exhibition,Completed,Paintings and Prints Loaned by Mrs. Lydia G. Millard,,Internal,3/12/1912,,,3/3/2016,,,,,,,,,,,,,
197,291,Yes,EX1912.10,Exhibition,Completed,1st Annual Indiana Illustrators Association Exhibition,,Internal,3/18/1912,3/23/1912,,3/3/2016,,,,,,,,,,,,,
198,292,Yes,EX1912.11,Exhibition,Completed,8th Annual American Photographic Salon,,Internal,3/24/1912,4/7/1912,,3/3/2016,,,,,,,,,,,,,
199,293,Yes,EX1912.12,Exhibition,Completed,Exhibition of Original Work by American Illustrators,,Internal,3/24/1912,4/7/1912,,3/3/2016,,,,,,,,,,,,,
200,294,Yes,EX1912.13,Exhibition,Completed,Frank Townsend Hutchens,,Internal,3/31/1912,4/10/1912,,3/3/2016,,,,,,,,,,,,,
201,295,Yes,EX1912.14,Exhibition,Completed,Indiana Pictorial Photography Salon,,Internal,4/1/1912,4/30/1925,,3/3/2016,,,,,,,,,,,,,
202,296,Yes,EX1912.15,Exhibition,Completed,5th Annual Indiana Artists Exhibition,,Internal,4/13/1912,5/5/1912,,3/3/2016,,,,,,,,,,,,,
203,297,Yes,EX1912.16,Exhibition,Completed,3rd Annual Exhibit of the Indiana Chapter of the American Institute of Architects,,Internal,5/11/1912,5/31/1912,,3/3/2016,,,,,,,,,,,,,
204,298,Yes,EX1912.17,Exhibition,Completed,10th Annual Exhibition of the Work of the Art School,,Internal,6/5/1912,6/16/1912,,3/3/2016,,,,,,,,,,,,,
205,299,Yes,EX1912.18,Exhibition,Completed,Selected Watercolors by American Artists,,Internal,6/22/1912,7/31/1912,,3/3/2016,,,,,,,,,,,,,
206,300,Yes,EX1912.19,Exhibition,Completed,Exhibition of the Society of Women Painters,,Internal,6/22/1912,8/25/1912,,3/3/2016,,,,,,,,,,,,,
207,301,Yes,EX1912.20,Exhibition,Completed,4th Annual Indiana Circuit Exhibition,,Internal,8/4/1912,8/25/1912,,3/3/2016,,,,,,,,,,,,,
208,302,Yes,EX1912.21,Exhibition,Completed,German Applied Arts Exhibition,,Internal,10/1/1912,11/25/1912,,3/3/2016,,,,,,,,,,,,,
209,303,Yes,EX1912.22,Exhibition,Completed,Loan Exhibition from the Museum of Fine Arts Boston Collections,,Internal,10/1/1912,10/1/1913,,3/3/2016,,,,,,,,,,,,,
210,304,Yes,EX1912.23,Exhibition,Completed,Elsie Southwick: Miniatures and Pencil Drawings,,Internal,10/22/1912,12/28/1912,,3/3/2016,,,,,,,,,,,,,
211,305,Yes,EX1912.24,Exhibition,Completed,Bernard Boutet de Monvel: Color Etchings,,Internal,11/20/1912,12/15/1912,,3/3/2016,,,,,,,,,,,,,
212,306,Yes,EX1912.25,Exhibition,Completed,Edmund Wuerpel: Paintings,,Internal,12/2/1912,12/16/1912,,3/3/2016,,,,,,,,,,,,,
213,307,Yes,EX1912.26,Exhibition,Completed,William Hogarth: Engravings,,Internal,12/3/1912,2/2/1913,,3/3/2016,,,,,,,,,,,,,
214,308,Yes,EX1912.27,Exhibition,Completed,Small Bronzes by American Sculptors,,Internal,12/17/1912,1/6/1913,,3/3/2016,,,,,,,,,,,,,
215,309,Yes,EX1912.28,Exhibition,Completed,28th Annual Exhibition of the Art Assocation of Indianapolis,,Internal,12/17/1912,2/3/1913,,3/3/2016,,,,,,,,,,,,,
216,310,Yes,EX1913.1,Exhibition,Completed,Laces,,Internal,1/25/1913,2/16/1913,,3/3/2016,,,,,,,,,,,,,
217,311,Yes,EX1913.2,Exhibition,Completed,17th Annual Exhibit of the Society of Western Artists,,Internal,2/4/1913,2/27/1913,,3/3/2016,,,,,,,,,,,,,
218,312,Yes,EX1913.3,Exhibition,Completed,Paintings by Lucy S. Conant,,Internal,2/4/1913,2/27/1913,,3/3/2016,,,,,,,,,,,,,
219,313,Yes,EX1913.4,Exhibition,Completed,Paintings by Margaret Patterson,,Internal,2/4/1913,2/27/1913,,3/3/2016,,,,,,,,,,,,,
220,314,Yes,EX1913.5,Exhibition,Completed,Lockwood de Forest: Paintings of Alaska and California,,Internal,2/8/1913,11/2/1913,,3/3/2016,,,,,,,,,,,,,
221,315,Yes,EX1913.6,Exhibition,Completed,"Lincoln Portraits, Manuscripts, etc.",,Internal,2/12/1913,3/10/1913,,3/3/2016,,,,,,,,,,,,,
222,316,Yes,EX1913.7,Exhibition,Completed,"Washington Portraits, etc",,Internal,2/22/1913,3/10/1913,,3/3/2016,,,,,,,,,,,,,
223,317,Yes,EX1913.8,Exhibition,Completed,"Pottery, Glass and Miniature Paintings from the Near East",,Internal,3/2/1913,2/17/1913,,3/3/2016,,,,,,,,,,,,,
224,318,Yes,EX1913.9,Exhibition,Completed,National Parks Photographs,,Internal,3/2/1913,3/20/1913,,3/3/2016,,,,,,,,,,,,,
225,319,Yes,EX1913.10,Exhibition,Completed,6th Annual Indiana Artists Exhibition,,Internal,3/4/1913,3/29/1913,,3/3/2016,,,,,,,,,,,,,
226,320,Yes,EX1913.11,Exhibition,Completed,Henry O. Tanner: Paintings,,Internal,3/20/1913,3/31/1913,,3/3/2016,,,,,,,,,,,,,
227,321,Yes,EX1913.12,Exhibition,Completed,"Albert Durer: Engravings - ""Little Passion""",,Internal,3/25/1913,4/15/1913,,3/3/2016,,,,,,,,,,,,,
228,322,Yes,EX1913.13,Exhibition,Completed,Joseph Pennell: Etchings and Lithographs,,Internal,4/1/1913,4/27/1913,,3/3/2016,,,,,,,,,,,,,
229,323,Yes,EX1913.14,Exhibition,Completed,"Paintings by Philip Little, Harold Warren, George R. Barse, Jr., William E. Schumacher, Charles Emile Heil, and Louis Kronberg",,Internal,4/1/1913,4/27/1913,,3/3/2016,,,,,,,,,,,,,
230,324,Yes,EX1913.15,Exhibition,Completed,Selected Water Colors by American Artists,,Internal,5/4/1913,6/1/1913,,3/3/2016,,,,,,,,,,,,,
231,325,Yes,EX1913.16,Exhibition,Completed,11th Annual Exhibition of the Work of the Art School,,Internal,6/4/1913,6/15/1913,,3/3/2016,,,,,,,,,,,,,
232,326,Yes,EX1913.17,Exhibition,Completed,Loan Exhibition of Lockwood de Forest,,Internal,6/20/1913,10/31/1913,,3/3/2016,,,,,,,,,,,,,
233,327,Yes,EX1913.18,Exhibition,Completed,Selected Watercolors by American Artists,,Internal,9/20/1913,10/12/1913,,3/3/2016,,,,,,,,,,,,,
234,328,Yes,EX1913.19,Exhibition,Completed,Peruvian Pottery,,Internal,10/1/1913,,,3/3/2016,,,,,,,,,,,,,
235,329,Yes,EX1913.20,Exhibition,Completed,Bolton Coit Brown: Paintings,,Internal,10/4/1913,11/2/1913,,3/3/2016,,,,,,,,,,,,,
236,330,Yes,EX1913.21,Exhibition,Completed,Oriental and Paisley Shawls,,Internal,10/15/1913,12/31/1913,,3/3/2016,,,,,,,,,,,,,
237,331,Yes,EX1913.22,Exhibition,Completed,Modern German Posters,,Internal,10/24/1913,11/13/1913,,3/3/2016,,,,,,,,,,,,,
238,332,Yes,EX1913.23,Exhibition,Completed,Etchings from the Chicago Society of Etchers,,Internal,11/7/1913,11/30/1913,,3/3/2016,,,,,,,,,,,,,
239,333,Yes,EX1913.24,Exhibition,Completed,Mezzotint Engravings of Paintings by The Great English Portrait Painters,,Internal,11/7/1913,11/30/1913,,3/3/2016,,,,,,,,,,,,,
240,334,Yes,EX1913.25,Exhibition,Completed,Handwoven Coverlets from Kentucky,,Internal,11/10/1913,12/3/1913,,3/3/2016,,,,,,,,,,,,,
241,335,Yes,EX1913.26,Exhibition,Completed,"Student Work from the Pennsylvania Academy of Fine Arts, Schhol of Industrial Art, Philadelphia, Rhode Island School of Design, and Pratt Institute",,Internal,11/14/1913,11/30/1913,,3/3/2016,,,,,,,,,,,,,
242,336,Yes,EX1913.27,Exhibition,Completed,Mezzotint Engravings from the Liber Studiorum of J.M.W. Turner,,Internal,11/22/1913,2/1/1914,,9/30/2022,,,,,,,,,,,,,
243,337,Yes,EX1913.28,Exhibition,Completed,An Exhibit of Architectural Design by the Architectural League of New York,,Internal,12/3/1913,12/28/1913,,3/3/2016,,,,,,,,,,,,,
244,338,Yes,EX1913.29,Exhibition,Completed,Charles Walter Stetson: Paintings,,Internal,12/3/1913,12/28/1913,,3/3/2016,,,,,,,,,,,,,
245,339,Yes,EX1914.1,Exhibition,Completed,29th Annual Exhibition of the Art Association of Indianapolis,,Internal,1/1/1914,2/1/1914,,3/3/2016,,,,,,,,,,,,,
246,340,Yes,EX1914.2,Exhibition,Completed,Oriental Rugs Loaned by Tiffany Studios,,Internal,1/1/1914,,,3/3/2016,,,,,,,,,,,,,
247,341,Yes,EX1914.3,Exhibition,Completed,Modern Paintings Loaned by W. Scott Thurber Art Galleries,,Internal,2/1/1914,3/1/1914,,3/3/2016,,,,,,,,,,,,,
248,342,Yes,EX1914.4,Exhibition,Completed,18th Annual Exhibition of the Society of Western Artists,,Internal,2/4/1914,3/1/1914,,3/3/2016,,,,,,,,,,,,,
249,343,Yes,EX1914.5,Exhibition,Completed,"Drawings by Turner, Prout, Ruskin and Others",,Internal,2/5/1914,,,3/3/2016,,,,,,,,,,,,,
250,344,Yes,EX1914.6,Exhibition,Completed,Lawrence Mazzanovich: Paintings,,Internal,2/15/1914,2/25/1914,,3/3/2016,,,,,,,,,,,,,
251,345,Yes,EX1914.7,Exhibition,Completed,7th Annual Indiana Artists Exhibition,,Internal,3/6/1914,4/5/1914,,3/3/2016,,,,,,,,,,,,,
252,346,Yes,EX1914.8,Exhibition,Completed,Old Spanish Leather,,Internal,3/21/1914,4/24/1914,,3/3/2016,,,,,,,,,,,,,
253,347,Yes,EX1914.9,Exhibition,Completed,Paintings by the Society of Painters of the Far West,,Internal,4/7/1914,4/29/1914,,3/3/2016,,,,,,,,,,,,,
254,348,Yes,EX1914.10,Exhibition,Completed,Paintings by Elizabeth Wentworth Roberts,,Internal,4/7/1914,5/3/1914,,3/3/2016,,,,,,,,,,,,,
255,349,Yes,EX1914.11,Exhibition,Completed,Arts and Crafts Objects,,Internal,4/7/1914,5/3/1914,,3/3/2016,,,,,,,,,,,,,
256,350,Yes,EX1914.12,Exhibition,Completed,Competitive Designs for the Indianapolis Public Library,,Internal,4/12/1914,4/19/1914,,3/3/2016,,,,,,,,,,,,,
257,351,Yes,EX1914.13,Exhibition,Completed,Sculpture by Roger Noble Burnham,,Internal,4/22/1914,5/31/1914,,3/3/2016,,,,,,,,,,,,,
258,352,Yes,EX1914.14,Exhibition,Completed,Paintings by Gardner Symons,,Internal,5/3/1914,11/1/1914,,3/3/2016,,,,,,,,,,,,,
259,353,Yes,EX1914.15,Exhibition,Completed,12th Annual Exhibition of Work done at the John Herron Art Institute by pupils and teachers of city schools,,Internal,5/20/1914,5/31/1914,,3/3/2016,,,,,,,,,,,,,
260,354,Yes,EX1914.16,Exhibition,Completed,Lithographs by Alexander Calame,,Internal,10/1/1914,10/28/1914,,3/3/2016,,,,,,,,,,,,,
261,355,Yes,EX1914.17,Exhibition,Completed,Posters by Norman Tolson,,Internal,10/1/1914,11/1/1914,,3/3/2016,,,,,,,,,,,,,
262,356,Yes,EX1914.18,Exhibition,Completed,Hungarian Peasant Art,,Internal,11/6/1914,11/29/1914,,3/3/2016,,,,,,,,,,,,,
263,357,Yes,EX1914.19,Exhibition,Completed,19th Exhibition of the Society of Western Artists,,Internal,11/6/1914,11/29/1914,,3/3/2016,,,,,,,,,,,,,
264,358,Yes,EX1914.20,Exhibition,Completed,Paintings by American Artists,,Internal,12/4/1914,12/27/1914,,3/3/2016,,,,,,,,,,,,,
265,359,Yes,EX1914.21,Exhibition,Completed,Paintings by Alexander and Birge Harrison,,Internal,12/4/1914,12/27/1914,,3/3/2016,,,,,,,,,,,,,
266,360,Yes,EX1914.22,Exhibition,Completed,The Fatherland Exhibition,,Internal,12/11/1914,1/31/1915,,3/3/2016,,,,,,,,,,,,,
267,361,Yes,EX1915.1,Exhibition,Completed,30th Annual Exhibition of the Art Association of Indianapolis,,Internal,1/1/1915,1/27/1915,,3/3/2016,,,,,,,,,,,,,
268,362,Yes,EX1915.2,Exhibition,Completed,"Textiles, Wallpaper, etc. by William Morris",,Internal,1/13/1915,1/24/1915,,3/3/2016,,,,,,,,,,,,,
269,363,Yes,EX1915.3,Exhibition,Completed,Robert Van Vorst Sewell and Anna Brewster Sewell: Paintings,,Internal,1/31/1915,2/28/1915,,3/3/2016,,,,,,,,,,,,,
270,364,Yes,EX1915.4,Exhibition,Completed,William Schevill: Paintings,,Internal,1/31/1915,2/28/1915,,3/3/2016,,,,,,,,,,,,,
271,365,Yes,EX1915.5,Exhibition,Completed,Lawrence Mazzanovich: Paintings,,Internal,2/3/1915,2/25/1915,,3/3/2016,,,,,,,,,,,,,
272,366,Yes,EX1915.6,Exhibition,Completed,Illuminated and Hand-painted Texts by Elizabeth Holden Webb,,Internal,2/3/1915,3/17/1915,,3/3/2016,,,,,,,,,,,,,
273,367,Yes,EX1915.7,Exhibition,Completed,Antique Egyptian Textiles,,Internal,2/3/1915,4/4/1915,,3/3/2016,,,,,,,,,,,,,
274,368,Yes,EX1915.8,Exhibition,Completed,Pottery of the Near Orient and Persian Miniatures,,Internal,2/6/1915,4/4/1915,,3/3/2016,,,,,,,,,,,,,
275,369,Yes,EX1915.9,Exhibition,Completed,Jane Jarvis Mumford: Miniatures,,Internal,2/9/1915,3/3/1915,,3/3/2016,,,,,,,,,,,,,
276,370,Yes,EX1915.10,Exhibition,Completed,8th Annual Indiana Artists Exhibition,,Internal,3/5/1915,4/4/1915,,3/3/2016,,,,,,,,,,,,,
277,371,Yes,EX1915.11,Exhibition,Completed,Antique Glass,,Internal,3/10/1915,4/4/1915,,3/3/2016,,,,,,,,,,,,,
278,372,Yes,EX1915.12,Exhibition,Completed,Students' Work from the Rhode Island School of Design and the Pennsylvania Museum & School of Industrial Arts,,Internal,3/18/1915,4/15/1918,,3/3/2016,,,,,,,,,,,,,
279,373,Yes,EX1915.13,Exhibition,Completed,"Paintings by Odilon Redon, Louis Ritman, Frank Brangwyn and Color Etchings by T. Francois Simon",,Internal,4/6/1915,5/2/1915,,3/3/2016,,,,,,,,,,,,,
280,374,Yes,EX1915.14,Exhibition,Completed,Annual Exhibition of the Work of the Art School,,Internal,5/5/1915,5/16/1915,,3/3/2016,,,,,,,,,,,,,
281,375,Yes,EX1915.15,Exhibition,Completed,Decorated China by Members of the Indiana Keramic Club,,Internal,5/10/1915,5/31/1915,,3/3/2016,,,,,,,,,,,,,
282,376,Yes,EX1915.16,Exhibition,Completed,13th Annual Exhibition of Work done at the Institute by pupils and teachers of city schools,,Internal,5/19/1915,6/2/1915,,3/3/2016,,,,,,,,,,,,,
283,377,Yes,EX1915.17,Exhibition,Completed,Antique Glass and Pottery,,Internal,7/5/1915,2/14/1916,,3/3/2016,,,,,,,,,,,,,
284,378,Yes,EX1915.18,Exhibition,Completed,"Drawings, Engravings, and Watercolors from the Exhibition Divison of Indiana University",,Internal,7/5/1915,7/31/1915,,3/3/2016,,,,,,,,,,,,,
285,379,Yes,EX1915.19,Exhibition,Completed,Oriental Art,,Internal,7/31/1915,10/1/1915,,3/3/2016,,,,,,,,,,,,,
286,380,Yes,EX1915.20,Exhibition,Completed,"Eliza Niblack Collection of Oriental Lacquer, Metalwork, Pottery, etc.",,Internal,7/31/1915,1/29/1916,,3/3/2016,,,,,,,,,,,,,
287,381,Yes,EX1915.21,Exhibition,Completed,Paintings by Chicago Artists,,Internal,10/1/1915,10/31/1915,,3/3/2016,,,,,,,,,,,,,
288,382,Yes,EX1915.22,Exhibition,Completed,Photographs by the Chicago Photo Fellows,,Internal,10/1/1915,10/31/1915,,3/3/2016,,,,,,,,,,,,,
289,383,Yes,EX1915.23,Exhibition,Completed,Engravings by William Blake,,Internal,10/20/1915,11/16/1915,,3/3/2016,,,,,,,,,,,,,
290,384,Yes,EX1915.24,Exhibition,Completed,Paintings by Robert Henri,,Internal,11/3/1915,11/28/1915,,3/3/2016,,,,,,,,,,,,,
291,385,Yes,EX1915.25,Exhibition,Completed,Paintings by the Old Masters,,Internal,11/3/1915,11/28/1915,,3/3/2016,,,,,,,,,,,,,
292,386,Yes,EX1915.26,Exhibition,Completed,Etchings by Giambattista Piranesi and Charles Meryon,,Internal,11/17/1915,12/14/1915,,3/3/2016,,,,,,,,,,,,,
293,387,Yes,EX1915.27,Exhibition,Completed,Portraits in Oil by American Artists,,Internal,12/1/1915,12/26/1915,,3/3/2016,,,,,,,,,,,,,
294,388,Yes,EX1915.28,Exhibition,Completed,Paintings by Olaf Brauner,,Internal,12/1/1915,12/26/1915,,3/3/2016,,,,,,,,,,,,,
295,389,Yes,EX1915.29,Exhibition,Completed,Lithographs by J. D. Harding,,Internal,12/15/1915,1/18/1916,,3/3/2016,,,,,,,,,,,,,
296,390,Yes,EX1916.1,Exhibition,Completed,Carbon Photographs of the Old Masters,,Internal,1/1/1916,1/11/1916,,3/3/2016,,,,,,,,,,,,,
297,391,Yes,EX1916.2,Exhibition,Completed,Gems and Semi-precious Stones,,Internal,1/9/1916,5/1/1916,,3/3/2016,,,,,,,,,,,,,
298,392,Yes,EX1916.3,Exhibition,Completed,31st Annual Exhibition,,Internal,1/11/1916,2/13/1916,,3/3/2016,,,,,,,,,,,,,
299,393,Yes,EX1916.4,Exhibition,Completed,Bookplates,,Internal,1/15/1916,2/13/1916,,3/3/2016,,,,,,,,,,,,,
300,394,Yes,EX1916.5,Exhibition,Completed,Engraved Work by J. M. W. Turner,,Internal,1/19/1916,2/13/1916,,3/3/2016,,,,,,,,,,,,,
301,395,Yes,EX1916.6,Exhibition,Completed,Paul Manship: Sculpture,,Internal,2/16/1916,3/12/1916,,3/3/2016,,,,,,,,,,,,,
302,396,Yes,EX1916.7,Exhibition,Completed,Ernest Lawson; Paintings,,Internal,2/16/1916,3/12/1916,,3/3/2016,,,,,,,,,,,,,
303,397,Yes,EX1916.8,Exhibition,Completed,"Joseph Pennell, Drawings, Etchings, Lithographs ""The Wonder of Work""",,Internal,2/16/1916,3/12/1916,,3/3/2016,,,,,,,,,,,,,
304,398,Yes,EX1916.9,Exhibition,Completed,J.A. McNeil Whistler: Etchings,,Internal,3/15/1916,4/9/1916,,3/3/2016,,,,,,,,,,,,,
305,399,Yes,EX1916.10,Exhibition,Completed,9th Annual Indiana Artists Exhibition,,Internal,3/17/1916,4/16/1916,,3/3/2016,,,,,,,,,,,,,
306,400,Yes,EX1916.11,Exhibition,Completed,"French, German, Dutch, and Scandinavian etchings",,Internal,4/12/1916,,,3/3/2016,,,,,,,,,,,,,
307,401,Yes,EX1916.12,Exhibition,Completed,Society of American Illustrators,,Internal,4/19/1916,5/14/1916,,3/3/2016,,,,,,,,,,,,,
308,402,Yes,EX1916.13,Exhibition,Completed,Mezzotint Engravings,,Internal,5/1/1916,,,3/3/2016,,,,,,,,,,,,,
309,403,Yes,EX1916.14,Exhibition,Completed,14th Annual Exhibition of the Work of the Art School,,Internal,5/1/1916,6/11/1916,,3/3/2016,,,,,,,,,,,,,
310,404,Yes,EX1916.15,Exhibition,Completed,Indiana Centennial Exhibit of Fine Arts and Home Industries,,Internal,10/1/1916,10/31/1916,Active,10/16/2019,,,,,,,,,,,,,
311,405,Yes,EX1916.16,Exhibition,Completed,Forty-three Contemporary British Artists,,Internal,11/1/1916,,,3/3/2016,,,,,,,,,,,,,
312,406,Yes,EX1916.17,Exhibition,Completed,Chester Bench: Sculptures,,Internal,11/1/1916,,,3/3/2016,,,,,,,,,,,,,
