irn,LegalStatus,AccessionNo,Title,Creators,Culture,RecordType,MediumSupport,CreditLine,SummaryData,Publish,DagwoodID
"11095","Accessioned","1997.143","furnishing fabric; *Bird*","Designer: William Morris (English, 1834 - 1896)","","Furnishings","wool","Bequest of Mrs. Cornelius O. Alig by exchange","[1997.143] *furnishing fabric; *Bird**, Morris, William",Yes,56374
"11101","Accessioned","31.191","Old Maid's Lane, Bermuda","","","Visual Works: Paintings","watercolor on illustration board","Mary B. Milliken Fund","[31.191] *Old Maid's Lane, Bermuda* - American",Yes,31339
"11101","Accessioned","31.191","Old Maid's Lane, Bermuda","","","Visual Works: Paintings","watercolor on illustration board","Mary B. Milliken Fund","[31.191] *Old Maid's Lane, Bermuda* - American",Yes,31339
"1111","Accessioned","32.143","Femme de dos, Drapée (Woman seen from the back, draped)","Artist: Aristide Maillol (French, 1861 - 1944)","","Visual Works: Prints","ink on paper, lithograph","Gift of the Gamboliers","[32.143] *Femme de dos, Drapée (Woman seen from the back, draped)*, Maillol, Aristide",Yes,68129
"11118","Accessioned","1989.128","figurine (George Washington)","Manufacturer: Overbeck Pottery (American)","","Visual Works: Sculpture","glazed earthenware","Gift of Dr. Steven Conant","[1989.128] *figurine (George Washington)*, Overbeck Pottery",Yes,31032
"11128","Accessioned","1997.125","George Washington Bridge with B.","Artist: Howard N. Cook (American, 1901 - 1980)","","Visual Works: Prints","lithograph","Gift of Dale Kephart","[1997.125] *George Washington Bridge with B.*, Cook, Howard Norton",Yes,70094
"11132","Accessioned","2017.85","Portrait of Lord Chancellor Thomas Cromwell","Artist, workshop of: Hans Holbein the younger (German, 1497 - 1543)","","Visual Works: Paintings","oil on panel","The Clowes Collection","[2017.85] *Portrait of Lord Chancellor Thomas Cromwell*, Holbein, Hans the younger",Yes,72261
"11140","Accessioned","76.249.4","coat (sya shyyo)","","Tibetan","Costume","silk","Orville A. and Elma D. Wilkinson Fund","[76.249.4] *coat (sya shyyo)* - Tibetan",Yes,54822
"11140","Accessioned","76.249.4","coat (sya shyyo)","","Tibetan","Costume","silk","Orville A. and Elma D. Wilkinson Fund","[76.249.4] *coat (sya shyyo)* - Tibetan",Yes,54822
"11140","Accessioned","76.249.4","coat (sya shyyo)","","Tibetan","Costume","silk","Orville A. and Elma D. Wilkinson Fund","[76.249.4] *coat (sya shyyo)* - Tibetan",Yes,54822
"11192","Accessioned","1999.52","Sanctuario","Artist:  (American, 1881 - 1971)","","Visual Works: Prints","color woodblock print","Gift of Stephen W. Fess and Elaine Ewing Fess","[1999.52] *Sanctuario*, Baumann, Gustave",Yes,14102
"11194","Accessioned","82.328","Builders","Artist: Cecil F. Head (American, 1906 - 1995)","","Visual Works: Paintings","oil on canvas","Gift of the Artist","[82.328] *Builders*, Head, Cecil F.",Yes,56022
"11204","Accessioned","32.135","Emma L., *Rivière*","Artist: Henri Matisse (French, 1869 - 1954)","","Visual Works: Prints","drypoint on chine appliqué","Gift of the Gamboliers","[32.135] *Emma L., *Rivière**, Matisse, Henri",Yes,79497
"11204","Accessioned","32.135","Emma L., *Rivière*","Artist: Henri Matisse (French, 1869 - 1954)","","Visual Works: Prints","drypoint on chine appliqué","Gift of the Gamboliers","[32.135] *Emma L., *Rivière**, Matisse, Henri",Yes,79497
"11228","Accessioned","45.114","Tsukuda Offing in the Eastern Capital (Tōto: Tsukuda oki)","Artist: Utagawa Hiroshige (Japanese, 1797 - 1858)","","Default","color woodblock print","Gift in memory of Charles C. Kryter","[45.114] *Tsukuda Offing in the Eastern Capital (Tōto: Tsukuda oki)*, Utagawa Hiroshige 歌川広重",Yes,61600
"11232","Accessioned","57.132A","Samurai sword","","","Weapons and Ammunition","metal, lacquer","Emma Harter Sweetser Fund","[57.132A] *Samurai sword* - Japanese",No,43656
"11251","Accessioned","71.229.25","Heaven - The Rivers of Bliss","Artist: John Martin (English, 1789 - 1854)","","Visual Works: Prints","mezzotint","Gift of Mrs. Peter A. Richardson","[71.229.25] *Heaven - The Rivers of Bliss*, Martin, John",No,74092
"11255","Accessioned","1983.26","ball gown","Design House: Fontana (Italian)","","Costume","silk velvet, silk satin, ermine fur, metallic threads, bugle beads, silver beads, pearls, rhinestones","Gift of Stanley E. Weaver in memory of Mrs. William Rhinelander Stewart","[1983.26] *ball gown*, Fontana - Italian",Yes,13939
"11255","Accessioned","1983.26","ball gown","Design House: Fontana (Italian)","","Costume","silk velvet, silk satin, ermine fur, metallic threads, bugle beads, silver beads, pearls, rhinestones","Gift of Stanley E. Weaver in memory of Mrs. William Rhinelander Stewart","[1983.26] *ball gown*, Fontana - Italian",Yes,13939
"11257","Accessioned","80.386","Approaching Storm","Artist: Grant Wood (American, 1892 - 1942)","","Visual Works: Prints","ink on paper, lithograph","Miscellaneous Print Fund, Jacob Metzger Memorial Fund, Carl H. Lieber Memorial Fund","[80.386] *Approaching Storm*, Wood, Grant - American",Yes,61553
"11267","Accessioned","1988.225","Bringing in the Wash","Artist: Albert W. Barker (American, 1874 - 1947)","","Visual Works: Drawings","lithographic crayon on off-white paper","Emma Harter Sweetser Fund","[1988.225] *Bringing in the Wash*, Barker, Albert W.",Yes,70073
"11268","Accessioned","1991.132","Three Figures on a Bridge in a Landscape","Artist: Abraham Genoels (Flemish, 1640 - 1723)","","Visual Works: Prints","etching","Roger G. Wolcott Fund","[1991.132] *Three Figures on a Bridge in a Landscape*, Genoels, Abraham",Yes,70074
"11288","Accessioned","1986.405A-B","day dress","Designer: Girolamo Giuseffi (American, 1864 - 1934)\\Design House: G. Giuseffi Ladies' Tailoring Company (American)","","Costume","silk, silk velvet","Gift of Carolyn Garrigues Scofield in memory of her grandmother Caroline Burford Danner","[1986.405A-B] *day dress*, Giuseffi, Girolamo, G. Giuseffi Ladies' Tailoring Company",Yes,6528
"11289","Accessioned","1986.405A","bodice","Designer: Girolamo Giuseffi (American, 1864 - 1934)\\Design House: G. Giuseffi Ladies' Tailoring Company (American)","","Costume","silk, silk velvet","Gift of Carolyn Garrigues Scofield in memory of her grandmother Caroline Burford Danner","[1986.405A] *bodice*, Giuseffi, Girolamo, G. Giuseffi Ladies' Tailoring Company",No,23987
"11290","Accessioned","1986.405B","skirt","Designer: Girolamo Giuseffi (American, 1864 - 1934)\\Design House: G. Giuseffi Ladies' Tailoring Company (American)","","Costume","silk, silk velvet","Gift of Carolyn Garrigues Scofield in memory of her grandmother Caroline Burford Danner","[1986.405B] *skirt*, Giuseffi, Girolamo, G. Giuseffi Ladies' Tailoring Company",No,24275
"11310","Accessioned","80.255.6","Love Disarmed pattern dessert fork","Manufacturer: Reed & Barton (American)\\Designer: Charles A. Bennett (American, about 1869 - 1939)","","Tools and Equipment","silver","Gift of Miss Katharine M. Klein","[80.255.6] *Love Disarmed pattern dessert fork*, Reed & Barton, Bennett, Charles A.",Yes,27750
"11323","Non-Accessioned IMA-Owned","M287.14","figurine of Bes","","Egyptian","Visual Works: Sculpture","glazed ceramic (faience), pigment","On Loan from Mrs. Chauncey Murch","[M287.14] *figurine of Bes* - Egyptian",No,42021
"11349","Accessioned","73.104.16","Navajo Mountain Chant","Artist: George Carlson (American, 1940 - )","","Visual Works: Sculpture","bronze","Gift of the Harrison Eiteljorg Gallery of Western Art","[73.104.16] *Navajo Mountain Chant*, Carlson, George",Yes,37949
"11357","Accessioned","75.185","moveable frontlet","","Kwakiutl","Default","paint | Haliotis Inlay","James V. Sweetser Fund","[75.185] *moveable frontlet* - Kwakiutl",Yes,17935
"11357","Accessioned","75.185","moveable frontlet","","Kwakiutl","Default","paint | Haliotis Inlay","James V. Sweetser Fund","[75.185] *moveable frontlet* - Kwakiutl",Yes,17935
"11358","Accessioned","1985.149A-B","tunic and pants","Designer: Halston (American, 1932 - 1990)","","Costume","silk chiffon, sequins","Gift of Mrs. Gerald L. Herzfeld","[1985.149A-B] *tunic and pants*, Halston",Yes,34170
"11361","Accessioned","1985.150A-B","evening dress with boa","Designer: Bill Blass (American, 1922 - 2002)","","Costume","silk","Gift of Mrs. Gerald L. Herzfeld","[1985.150A-B] *evening dress with boa*, Blass, Bill",Yes,18284
"11366","Accessioned","S0896.75.274","hat (peonies)","Designer: Bes-Ben (American, 1898 - 1988)","","Costume Accessories","Cuprammonium silk (cellophane), PVC tubing, velveteen, metal wires, starched cotton, synthetic fabrics","Gift of Mrs. William H. Ball","[S0896.75.274] *hat (peonies)*, Bes-Ben",Yes,14200
"11380","Accessioned","45.125","Noge and Yokohama in Musashi Province (Musashi, Noge, Yokohama)","Artist: Utagawa Hiroshige (Japanese, 1797 - 1858)","","Default","color woodblock print","Gift in memory of Charles C. Kryter","[45.125] *Noge and Yokohama in Musashi Province (Musashi, Noge, Yokohama)*, Utagawa Hiroshige 歌川広重",Yes,61609
"11389","Accessioned","73.2.187","Large cupboard","Artist: Johann G. Ringle (Swedish, 1691 - 1761)\\Artist: Johann Rumpp (German, 1702 - 1755)","","Visual Works: Prints","engraving","Director's Discretionary Fund","[73.2.187] *Large cupboard*, Ringle, Johann Georg, Rumpp, Johann",Yes,63625
"11413","Accessioned","30.54","Building the Ricks","Artist: Frank Brangwyn (English, 1867 - 1956)","","Visual Works: Paintings","watercolor on off-white paper","James E. Roberts Fund","[30.54] *Building the Ricks*, Brangwyn, Frank",Yes,9650
"11421","Accessioned","10.231","Chikugo","Artist: Utagawa Hiroshige (Japanese, 1797 - 1858)","","Visual Works: Prints","ink on paper, color woodblock print","John Herron Fund","[10.231] *Chikugo*, Utagawa Hiroshige 歌川広重",Yes,32092
"11453","Accessioned","1995.80","Quiet Girl","Artist: Milton Avery (American, 1893 - 1965)","","Visual Works: Paintings","gouache on gray paper","Gift of Dr. Kenneth R. Shaffer","[1995.80] *Quiet Girl*, Avery, Milton",Yes,18897
"11456","Consideration","TR9363/6","Wright Rooms","","","Information Forms","paper","","Returned - [TR9363/6] *Wright Rooms* - American",No,4553
"11465","Accessioned","50.30","The Flight of Europa","Artist: Paul Manship (American, 1885 - 1966)","","Visual Works: Sculpture","gilt bronze on agate base","Gift of Lucy M. Taggart in memory of her brother, Thomas D. Taggart","[50.30] *The Flight of Europa*, Manship, Paul",Yes,40443
"11466","Accessioned","50.29","Woodcutters in Windsor Great Park","Artist: Benjamin West (American, 1738 - 1820)","","Visual Works: Paintings","oil on canvas","Gift of Mrs. Nicholas H. Noyes","[50.29] *Woodcutters in Windsor Great Park*, West, Benjamin",Yes,33668
"11483","Accessioned","1988.292","evening coat","Designer: Halston (American, 1932 - 1990)","","Costume","silk satin, quilted","Gift of Eleanore R. Carruth","[1988.292] *evening coat*, Halston",Yes,13297
"11490","Accessioned","45.132","In the Mountains of Izu (Izu no sanchū)","Artist: Utagawa Hiroshige (Japanese, 1797 - 1858)","","Default","color wood block print","Gift in memory of Charles C. Kryter","[45.132] *In the Mountains of Izu (Izu no sanchū)*, Utagawa Hiroshige 歌川広重",Yes,20426
"11557","Accessioned","1993.12","Bavarian Landscape","Artist: Lewis H. Meakin (American, 1850 - 1917)","","Visual Works: Paintings","watercolor on off-white paper","Mary B. Milliken Fund","[1993.12] *Bavarian Landscape*, Meakin, Lewis Henry - American",Yes,28450
"11557","Accessioned","1993.12","Bavarian Landscape","Artist: Lewis H. Meakin (American, 1850 - 1917)","","Visual Works: Paintings","watercolor on off-white paper","Mary B. Milliken Fund","[1993.12] *Bavarian Landscape*, Meakin, Lewis Henry - American",Yes,28450
"11558","Loan Exhibition","TR9280/3A-B","Egg/Nest","Artist: Betty Scarpino (American, 1949 - )","","Visual Works: Sculpture","Egg: elm wood, ebonized; Nest: maple and bleach","Collection of the Artist","Returned - [TR9280/3A-B] *Egg/Nest*, Scarpino, Betty",No,7957
"11562","Accessioned","70.85","Le bouquet de roses sur la fenêtre (The bouquet of roses on the window)","Artist: Balthus (French, 1908 - 2001)","","Visual Works: Paintings","oil on canvas","Gift of Joseph Cantor","[70.85] *Le bouquet de roses sur la fenêtre (The bouquet of roses on the window)*, Balthus",Yes,56127
"11562","Accessioned","70.85","Le bouquet de roses sur la fenêtre (The bouquet of roses on the window)","Artist: Balthus (French, 1908 - 2001)","","Visual Works: Paintings","oil on canvas","Gift of Joseph Cantor","[70.85] *Le bouquet de roses sur la fenêtre (The bouquet of roses on the window)*, Balthus",Yes,56127
"11577","Accessioned","32.163","The Bathers","Artist: George O. Hart (American, 1868 - 1933)","","Visual Works: Prints","drypoint","Gift of the Gamboliers","[32.163] *The Bathers*, Hart, George Overbury",Yes,73370
"11596","Accessioned","1992.288","Corner","Artist: Richard E. Artschwager (American, 1923 - 2013)","","Visual Works: Sculpture","painted wood, formica, chrome-plated steel","Xenia and J. Irwin Miller Fund","[1992.288] *Corner*, Artschwager, Richard Ernst - American",Yes,42405
"11603","Accessioned","1994.222","Spring and Autumn Landscapes","Artist: Tsuruzawa Tansaku (Japanese)","","Visual Works: Paintings","ink, color and gold leaf on paper, six-fold screen","Gift of Dr. and Mrs. Roger Hurwitz","[1994.222] *Spring and Autumn Landscapes*, Tsuruzawa Tansaku",Yes,50290
"11603","Accessioned","1994.222","Spring and Autumn Landscapes","Artist: Tsuruzawa Tansaku (Japanese)","","Visual Works: Paintings","ink, color and gold leaf on paper, six-fold screen","Gift of Dr. and Mrs. Roger Hurwitz","[1994.222] *Spring and Autumn Landscapes*, Tsuruzawa Tansaku",Yes,50290
"11614","Accessioned","1986.239","evening dress","Designer: Halston (American, 1932 - 1990)","","Costume","cashmere","Gift of Jane B. Holzer","[1986.239] *evening dress*, Halston",Yes,23236
"1162","Accessioned","16.881","gift cover (fukusa)","","","Furnishings","painted, embroidered, gold wrapped threads","Gift of Eliza M. Niblack","[16.881] *gift cover (fukusa)* - Japanese",Yes,56468
"11620","Accessioned","74.161","Frontispiece with Statue of Minerva","Artist: Giovanni B. Piranesi (Italian, 1720 - 1778)","","Visual Works: Prints","ink on paper, etching","Gift of Mr. and Mrs. F. Noble Ropkey","[74.161] *Frontispiece with Statue of Minerva*, Piranesi, Giovanni Battista",Yes,10510
"1163","Accessioned","17.50","Flower Study","Artist: Wilhelmina Seegmiller (Canadian, 1866 - 1913)","","Visual Works: Prints","color woodblock print","Gift of Mary E. Nicholson","[17.50] *Flower Study*, Seegmiller, Wilhelmina",Yes,72724
"1163","Accessioned","17.50","Flower Study","Artist: Wilhelmina Seegmiller (Canadian, 1866 - 1913)","","Visual Works: Prints","color woodblock print","Gift of Mary E. Nicholson","[17.50] *Flower Study*, Seegmiller, Wilhelmina",Yes,72724
"11636","Accessioned","44.74","Landscape at Saint-Rémy (Enclosed Field with Peasant)","Artist: Vincent v. Gogh (Dutch, 1853 - 1890)","","Visual Works: Paintings","oil on canvas","Gift of Mrs. James W. Fesler in memory of Daniel W. and Elizabeth C. Marmon","[44.74] *Landscape at Saint-Rémy (Enclosed Field with Peasant)*, Gogh, Vincent van",Yes,56838
"11636","Accessioned","44.74","Landscape at Saint-Rémy (Enclosed Field with Peasant)","Artist: Vincent v. Gogh (Dutch, 1853 - 1890)","","Visual Works: Paintings","oil on canvas","Gift of Mrs. James W. Fesler in memory of Daniel W. and Elizabeth C. Marmon","[44.74] *Landscape at Saint-Rémy (Enclosed Field with Peasant)*, Gogh, Vincent van",Yes,56838
"11636","Accessioned","44.74","Landscape at Saint-Rémy (Enclosed Field with Peasant)","Artist: Vincent v. Gogh (Dutch, 1853 - 1890)","","Visual Works: Paintings","oil on canvas","Gift of Mrs. James W. Fesler in memory of Daniel W. and Elizabeth C. Marmon","[44.74] *Landscape at Saint-Rémy (Enclosed Field with Peasant)*, Gogh, Vincent van",Yes,56838
"11636","Accessioned","44.74","Landscape at Saint-Rémy (Enclosed Field with Peasant)","Artist: Vincent v. Gogh (Dutch, 1853 - 1890)","","Visual Works: Paintings","oil on canvas","Gift of Mrs. James W. Fesler in memory of Daniel W. and Elizabeth C. Marmon","[44.74] *Landscape at Saint-Rémy (Enclosed Field with Peasant)*, Gogh, Vincent van",Yes,56838
"11648","Loan Exhibition","TR9255/6","Where the Wild Things Are: Max Eating Noodles","Artist: Maurice B. Sendak (American, 1928 - )","","Visual Works: Paintings","original finished ink and watercolour on board","Private Collection","Returned - [TR9255/6] *Where the Wild Things Are: Max Eating Noodles*, Sendak, Maurice Bernard",No,7949
